Wavelength	n	k
2.29779	1.43363	0.00006
2.29991	1.4336	0.00006
2.30203	1.43357	0.00006
2.30415	1.43353	0.00006
2.30627	1.4335	0.00006
2.3084	1.43347	0.00006
2.31054	1.43343	0.00006
2.31267	1.4334	0.00006
2.31481	1.43337	0.00006
2.31696	1.43333	0.00006
2.31911	1.4333	0.00006
2.32126	1.43326	0.00006
2.32342	1.43323	0.00006
2.32558	1.43319	0.00006
2.32775	1.43316	0.00006
2.32992	1.43313	0.00006
2.33209	1.43309	0.00006
2.33427	1.43306	0.00006
2.33645	1.43302	0.00006
2.33863	1.43299	0.00006
2.34082	1.43295	0.00006
2.34302	1.43292	0.00006
2.34522	1.43288	0.00006
2.34742	1.43285	0.00006
2.34962	1.43281	0.00006
2.35183	1.43278	0.00006
2.35405	1.43274	0.00006
2.35627	1.4327	0.00006
2.35849	1.43267	0.00006
2.36072	1.43263	0.00006
2.36295	1.4326	0.00006
2.36518	1.43256	0.00006
2.36742	1.43252	0.00006
2.36967	1.43249	0.00007
2.37192	1.43245	0.00007
2.37417	1.43241	0.00007
2.37643	1.43238	0.00007
2.37869	1.43234	0.00007
2.38095	1.4323	0.00007
2.38322	1.43227	0.00007
2.3855	1.43223	0.00007
2.38777	1.43219	0.00007
2.39006	1.43215	0.00007
2.39234	1.43212	0.00007
2.39464	1.43208	0.00007
2.39693	1.43204	0.00007
2.39923	1.432	0.00007
2.40154	1.43197	0.00007
2.40385	1.43193	0.00007
2.40616	1.43189	0.00007
2.40848	1.43185	0.00007
2.4108	1.43181	0.00007
2.41313	1.43177	0.00007
2.41546	1.43173	0.00007
2.41779	1.4317	0.00007
2.42014	1.43166	0.00007
2.42248	1.43162	0.00007
2.42483	1.43158	0.00007
2.42718	1.43154	0.00007
2.42954	1.4315	0.00007
2.43191	1.43146	0.00007
2.43427	1.43142	0.00007
2.43665	1.43138	0.00007
2.43902	1.43134	0.00007
2.44141	1.4313	0.00007
2.44379	1.43126	0.00007
2.44618	1.43122	0.00007
2.44858	1.43118	0.00007
2.45098	1.43114	0.00007
2.45339	1.4311	0.00007
2.4558	1.43106	0.00007
2.45821	1.43102	0.00007
2.46063	1.43097	0.00007
2.46305	1.43093	0.00007
2.46548	1.43089	0.00007
2.46792	1.43085	0.00007
2.47036	1.43081	0.00007
2.4728	1.43077	0.00007
2.47525	1.43072	0.00007
2.4777	1.43068	0.00007
2.48016	1.43064	0.00008
2.48262	1.4306	0.00008
2.48509	1.43056	0.00008
2.48756	1.43051	0.00008
2.49004	1.43047	0.00008
2.49252	1.43043	0.00008
2.49501	1.43038	0.00008
2.4975	1.43034	0.00008
2.5	1.4303	0.00008
2.5025	1.43025	0.00008
2.50501	1.43021	0.00008
2.50752	1.43017	0.00008
2.51004	1.43012	0.00008
2.51256	1.43008	0.00008
2.51509	1.43003	0.00008
2.51762	1.42999	0.00008
2.52016	1.42995	0.00008
2.5227	1.4299	0.00008
2.52525	1.42986	0.00008
2.52781	1.42981	0.00008
2.53036	1.42977	0.00008
2.53293	1.42972	0.00008
2.5355	1.42968	0.00008
2.53807	1.42963	0.00008
2.54065	1.42958	0.00008
2.54323	1.42954	0.00008
2.54582	1.42949	0.00008
2.54842	1.42945	0.00008
